danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode
0.412,0.441,B,-11.523,minor,0.291,0.0296,0.0726,0.306,0.174,185.571,5hgnY0mVcVetszbb85qeDg,319467,4,B minor
0.591,0.703,A#,-6.211,major,0.0256,0.0435,2.34e-6,0.145,0.402,95.993,0B0y2FImat9j9MJTNRZWfW,247827,4,A# major
0.391,0.604,D,-8.104,major,0.212,0.00812,5.18e-6,0.0443,0.168,169.658,7CkioiGF7vbqzPEpFmsOSW,268e3,4,D major
0.321,0.788,C#,-2.87,major,0.0629,0.0204,3.92e-5,0.0763,0.602,174.107,5a8AFKfx0vuiepeyiHgH7O,216120,4,C# major
0.479,0.545,G,-7.346,major,0.0688,0.365,0,0.0963,0.244,74.897,7k3A0x4yQt0aUxVxJFQaIf,252733,4,G major
0.479,0.545,G,-7.346,major,0.0688,0.365,0,0.0963,0.244,74.897,4q8R61tdvC3PBGq4PgNDLM,252733,4,G major
0.549,0.866,F#,-5.306,major,0.0476,0.0733,0,0.25,0.767,87.964,4O1CExxinEpKZi3861NlTK,187400,4,F# major
0.629,0.808,A,-4.125,major,0.0269,0.00898,9.06e-6,0.0751,0.773,110.001,3un2KQUaQ2brEpd8dK93wI,179293,4,A major
0.532,0.879,D,-5.136,major,0.0478,0.0977,0,0.136,0.639,140.917,1T0EDduH9tYLpbUTlxAXxV,203120,4,D major
0.547,0.703,D#,-6.627,major,0.0371,0.0204,0,0.138,0.718,164.116,6xRPq8kJP8B7Oqbh3V9YOF,204633,4,D# major
0.579,0.888,D,-4.255,major,0.036,0.00209,7.73e-6,0.323,0.486,107.037,6fFuOXIrVHUmSI8IM889wa,228840,4,D major
0.524,0.417,C#,-9.283,minor,0.0578,0.237,1.19e-6,0.139,0.109,93.59,2wBCrtJS3E3TimRZ5MElTI,254493,4,C# minor
0.587,0.559,C#,-7.742,major,0.0321,0.399,6.69e-6,0.0992,0.19,92.036,5aj0xPGiEUN3aI2oOYu14S,221173,4,C# major
0.738,0.483,F#,-8.915,minor,0.0403,0.0262,0.616,0.106,0.355,93.458,23khhseCLQqVMCIT1WMAns,285014,4,F# minor
0.676,0.415,A,-9.752,major,0.508,0.0281,0,0.0915,0.146,193.206,1aI1qZwM2g69QfT94YP3zF,233507,4,A major
0.702,0.806,G,-4.989,major,0.206,0.06,0,0.565,0.467,140.02,309Dvb1Z0fyiQpjgAcMCvm,223197,4,G major
0.697,0.808,G,-4.928,major,0.155,0.0604,0,0.435,0.443,140.013,3yx6eryOZgO54bt3B671cn,223197,4,G major
0.741,0.692,C#,-7.475,major,0.432,0.168,0,0.137,0.267,143.906,4DXTwvIbilf8AUncEjgg9W,188320,4,C# major
0.466,0.702,C,-4.308,major,0.032,0.0983,1.29e-5,0.242,0.47,150.309,4u7KjVIQPdzGCcAwg4W5Kl,191573,4,C major
0.541,0.628,C,-4.682,minor,0.0603,0.733,0,0.056,0.364,80.027,3dge8MfE3VerDuGYeJE1ZL,239333,4,C minor
0.557,0.833,G,-4.671,major,0.073,0.00867,0,0.0621,0.449,125.909,4E3Ujbtm37EvWMMpzDdGV8,234693,4,G major
0.56,0.843,G,-4.675,major,0.0732,0.00862,0,0.119,0.402,125.853,1o3KIqpUIZzPbXy2gZcOxe,234693,4,G major
0.538,0.664,C#,-6.318,major,0.0392,0.193,0,0.0918,0.366,154.033,3e8DeRFN3CPsaCJcsLkeS3,256747,4,C# major
0.404,0.845,B,-4.647,major,0.049,0.00637,1.34e-5,0.357,0.591,165.703,43lL05gZ1DqG4YJ74rCPmM,231027,4,B major
0.747,0.597,F#,-7.464,minor,0.115,0.112,0,0.111,0.406,101.022,0kXrOVmIYEEfgoST144NbX,226920,4,F# minor
0.619,0.677,C#,-7.789,major,0.0295,0.506,0.0592,0.0825,0.5,103.96,3MykNWa65IP2VN1Qa6B9yK,252493,4,C# major
0.626,0.936,B,-3.86,minor,0.036,0.016,4.41e-6,0.337,0.656,101.01,6olKv2HP3XgBpvVxAswowe,198267,4,B minor
0.439,0.754,A,-5.566,major,0.0323,0.00512,7.45e-6,0.186,0.668,205.958,1soxUgYIZb1qx1c7o1Lc7z,254467,4,A major
0.639,0.875,G,-5.793,major,0.0372,0.0929,0,0.296,0.892,117.028,0U6uTxVPeoXFcxlXMIWgAR,179800,4,G major
0.575,0.956,G#,-3.421,major,0.0646,0.00343,8.85e-5,0.0433,0.905,149.956,5RpXdNM0PK9EYCsBHCd4tk,169936,4,G# major
0.717,0.862,G#,-4.736,major,0.054,0.00689,0,0.321,0.52,130.021,2nrSQK3ooS0sOSecOvh5Aq,224933,4,G# major
0.56,0.809,B,-5.327,major,0.0358,0.0318,0,0.166,0.563,127.914,2EvddT8rcO99bKH0rDHAYG,232107,4,B major
0.706,0.775,F#,-5.669,major,0.039,0.0552,2.03e-4,0.238,0.905,120.034,6XfxkqtpPOIideVB2hYrvR,161640,4,F# major
0.771,0.481,A#,-5.719,major,0.0348,0.0342,0,0.58,0.201,95.066,4szQwIkeZe0F5Pd4XmAt3f,197853,4,A# major
0.473,0.82,G#,-5.702,major,0.0408,0.031,1.55e-5,0.0414,0.678,84.893,14sAMwqbuFDSlLKmVBD9MI,221413,4,G# major
0.635,0.926,C,-5.589,major,0.151,0.0893,4.53e-6,0.0928,0.761,100.048,1D3GbK4G6Ioj2RfiZzFLOH,189840,4,C major
0.548,0.725,D,-4.284,major,0.0273,0.177,0,0.0839,0.64,168.013,67pVgWmm2syK8uCvtzDOdp,227827,4,D major
0.415,0.264,E,-8.741,major,0.0475,0.948,6.31e-6,0.106,0.357,92.879,3b5LW3nS3WFQyS1e8ajGJN,188377,5,E major
0.574,0.329,C#,-6.829,major,0.0274,0.22,0,0.0986,0.356,130.993,0TCrIeFjD11OqQjxnBddaC,237933,4,C# major
0.792,0.73,B,-5.376,major,0.0698,0.0623,2.66e-5,0.089,0.616,128.029,47VueTChrhOjNaJTOzaskN,186507,4,B major
0.758,0.546,C,-8.597,major,0.0635,0.0156,1.94e-4,0.237,0.404,90.019,6pb4C9VZ5Yb1DHx5S4Zn88,198907,4,C major
0.763,0.544,C,-8.625,major,0.0622,0.0168,1.81e-4,0.231,0.413,89.999,4ivBdCI1s9f6yDWFUvBtZo,198907,4,C major
0.645,0.585,F#,-6.122,major,0.0513,0.00314,0,0.165,0.353,131.931,4jbmgIyjGoXjY01XxatOx6,215672,4,F# major
0.679,0.715,A,-6.383,major,0.0407,0.0755,0,0.271,0.571,127.435,1bwFfoGw6mJHqM6VjIZ5KN,214148,4,A major
0.679,0.715,A,-6.383,major,0.0407,0.0755,0,0.271,0.571,127.435,64vMIqn5bEMBGR5JDUpF85,214148,4,A major
0.679,0.715,A,-6.383,major,0.0407,0.0755,0,0.271,0.571,127.435,500iowMg5edK8ZVwa44qb2,214148,4,A major
0.841,0.519,C#,-5.986,major,0.0417,0.0205,3.81e-6,0.0846,0.587,99.047,7w6NjkB5aSjZ90JrmBVSbo,264947,4,C# major
0.69,0.578,F#,-7.436,major,0.0929,0.167,0,0.305,0.416,99.961,2EA3zDCZYf3pKCCaOSP95r,193059,4,F# major
0.692,0.584,F#,-7.426,major,0.122,0.143,0,0.25,0.437,100.005,15jRg8Ejs7X3JEHw38TSN3,193059,4,F# major
0.663,0.705,C#,-4.945,minor,0.0366,0.0596,0,0.118,0.473,121.941,1QzFhzIOW7CyRJLpmq5CM0,257387,4,C# minor
0.308,0.769,B,-7.256,minor,0.065,0.0331,0,0.214,0.488,81.853,2stPxcgjdSImK7Gizl8ZUN,254880,4,B minor
0.818,0.67,G#,-4.451,minor,0.0472,0.304,1.22e-6,0.0601,0.939,119.988,6K8qKeWo5MsFED7wCR6Kop,235382,4,G# minor
0.51,0.898,B,-3.15,major,0.0696,0.0832,0,0.071,0.596,144.056,03fT3OHB9KyMtGMt2zwqCT,226867,4,B major
0.545,0.78,G,-4.867,minor,0.0436,0.0309,4.64e-5,0.0828,0.458,125.014,3XOMgW4jVBP3c4LFqe7pH3,255093,4,G minor
0.527,0.591,F#,-7.664,minor,0.0396,0.194,0.0194,0.0907,0.461,123.167,63Lg0ZiNxedzbub29hv6VT,256760,4,F# minor
0.909,0.713,A#,-4.169,minor,0.0642,0.0949,0,0.0475,0.391,94.968,5PXSB2YH4hXU3WcPAoY9zz,199938,4,A# minor
0.911,0.71,A#,-4.137,minor,0.0697,0.107,0,0.049,0.374,94.974,3H9DlQEsjB0whMWy9g4MCX,199938,4,A# minor
0.555,0.931,G#,-2.969,major,0.0367,0.016,0,0.405,0.723,132.085,2TR7A4ulH9R1PNwMyd8o8U,220907,4,G# major
0.581,0.963,B,-4.087,major,0.0981,0.0295,0,0.139,0.788,129.992,1Mb8WgET5ozEtG0zlibyUy,204160,4,B major
0.61,0.893,A,-3.681,major,0.0921,0.154,4.41e-5,0.021,0.673,104.031,1j8z4TTjJ1YOdoFEDwJTQa,296520,4,A major
0.474,0.857,G,-5.734,major,0.0435,0.113,0,0.133,0.545,170.006,7nDoBWDvf02SyD8kEQuuPO,221227,4,G major
0.478,0.839,G,-6.781,major,0.044,0.112,0,0.131,0.522,169.98,4VBDqG7JwEVhjGY3O6O5RH,220972,4,G major
0.491,0.512,G,-7.274,major,0.123,0.0347,0,0.135,0.558,98.092,3WKXDz7kSQJbtEYIclBaBx,219640,4,G major
0.515,0.516,G,-7.281,major,0.102,0.0352,0,0.137,0.606,129.936,14AgGKfctJn9UNd6EoA2TT,217853,5,G major
0.67,0.476,A,-6.253,minor,0.0406,0.328,0,0.104,0.235,96.975,12X4mcbCB258CeDcZ4JxKp,231907,4,A minor
0.67,0.476,A,-6.253,minor,0.0406,0.328,0,0.104,0.235,96.975,5LIleJbUUgtvYnBW9wfY1W,231907,4,A minor
0.772,0.65,F#,-5.202,minor,0.0306,0.107,1.13e-6,0.0905,0.262,125.082,1RjpMjVNCHWoltfYSBHEKg,222200,4,F# minor
0.479,0.545,G,-7.346,major,0.0688,0.365,0,0.0963,0.244,74.897,7k3A0x4yQt0aUxVxJFQaIf,252733,4,G major
0.479,0.545,G,-7.346,major,0.0688,0.365,0,0.0963,0.244,74.897,4q8R61tdvC3PBGq4PgNDLM,252733,4,G major
0.559,0.777,C#,-5.031,major,0.0432,0.31,0,0.105,0.329,87.016,2GgxS8bUT5G25QJTsfSv0R,231212,4,C# major
0.505,0.71,D#,-3.015,major,0.0321,0.19,2.5e-4,0.329,0.428,89.938,2BX1YTibwSMR651935Z2IH,175200,4,D# major
0.781,0.853,C#,-3.68,minor,0.0715,0.0525,0,0.12,0.624,110.049,48RrDBpOSSl1aLVCalGl5C,250189,4,C# minor
0.412,0.441,B,-11.523,minor,0.291,0.0296,0.0726,0.306,0.174,185.571,5hgnY0mVcVetszbb85qeDg,319467,4,B minor
0.435,0.158,D,-7.589,major,0.0365,0.872,1.19e-6,0.0779,0.145,140.631,4QFdtYI9Buv1tS510vROzi,233267,3,D major
0.407,0.144,D,-8.908,major,0.0348,0.854,2.13e-6,0.0973,0.0744,139.763,2xQENC8Wxh35ipTocJvu6O,229307,3,D major
0.447,0.158,D,-7.571,major,0.036,0.872,1.58e-6,0.0816,0.142,140.942,7xLhousIHDxoGgeJNhO4Ye,233267,3,D major
0.407,0.147,D,-8.822,major,0.0355,0.857,2.89e-6,0.0913,0.0765,141.284,5TvE3pk05pyFIGdSY9j4DJ,229400,3,D major
0.631,0.82,A,-4.24,major,0.122,0.0766,0,0.0995,0.735,125.929,4pDxhxnLyV5uWOkfRPQw1p,233173,4,A major
0.72,0.791,C#,-4.689,major,0.124,0.0384,0,0.157,0.756,102.071,2Dz8KeCYs9awlwUJStJlmh,175427,4,C# major
0.619,0.677,C#,-7.789,major,0.0295,0.506,0.0592,0.0825,0.5,103.96,3MykNWa65IP2VN1Qa6B9yK,252493,4,C# major
0.544,0.774,F,-4.21,minor,0.0339,0.00682,0,0.135,0.522,174.121,1oew3nFNY3vMacJAsvry0S,193733,4,F minor
0.62,0.42,G,-10.163,major,0.157,0.0786,0,0.294,0.355,84.814,2IuepwvMuaTlNN0DSgVsCg,189440,4,G major
0.634,0.427,G,-9.543,major,0.138,0.105,0,0.132,0.325,84.849,7BFI9QZPQKgYuR2HhDgwbG,190185,4,G major
0.66,0.685,D,-6.658,major,0.0477,0.0165,0,0.442,0.32,119.991,65DhzH54HdhGpB6Yj5XXP1,203160,4,D major
0.593,0.856,E,-3.553,minor,0.0344,0.0203,0.0177,0.139,0.715,127.951,72h94Whlt61MSdmroJgTmQ,222533,4,E minor
0.549,0.866,F#,-5.306,major,0.0476,0.0733,0,0.25,0.767,87.964,4O1CExxinEpKZi3861NlTK,187400,4,F# major
0.524,0.417,C#,-9.283,minor,0.0578,0.237,1.19e-6,0.139,0.109,93.59,2wBCrtJS3E3TimRZ5MElTI,254493,4,C# minor
0.448,0.784,A,-3.686,major,0.0627,0.106,1.08e-4,0.668,0.236,136.245,7eGNiGg6SE27VkSrpZMVTD,186813,4,A major
0.538,0.664,C#,-6.318,major,0.0392,0.193,0,0.0918,0.366,154.033,3e8DeRFN3CPsaCJcsLkeS3,256747,4,C# major
0.741,0.692,C#,-7.475,major,0.432,0.168,0,0.137,0.267,143.906,4DXTwvIbilf8AUncEjgg9W,188320,4,C# major
0.547,0.703,D#,-6.627,major,0.0371,0.0204,0,0.138,0.718,164.116,6xRPq8kJP8B7Oqbh3V9YOF,204633,4,D# major
0.591,0.703,A#,-6.211,major,0.0256,0.0435,2.34e-6,0.145,0.402,95.993,0B0y2FImat9j9MJTNRZWfW,247827,4,A# major
0.494,0.951,A,-4.237,major,0.132,5.69e-4,0,0.327,0.441,160.025,5cPO2j2p9Myq77YQVwWyrN,202496,4,A major
0.493,0.67,F#,-5.131,major,0.0298,0.319,0,0.102,0.451,151.989,7ongSdLv28Z27WeCrzZXwB,217407,3,F# major
0.629,0.808,A,-4.125,major,0.0269,0.00898,9.06e-6,0.0751,0.773,110.001,3un2KQUaQ2brEpd8dK93wI,179293,4,A major
0.729,0.735,C#,-5.455,major,0.0919,0.0178,1.93e-4,0.089,0.544,121.986,0jYYdaaFlpoczS3z25DBXg,255867,4,C# major
0.579,0.888,D,-4.255,major,0.036,0.00209,7.73e-6,0.323,0.486,107.037,6fFuOXIrVHUmSI8IM889wa,228840,4,D major
0.581,0.767,A#,-6.28,major,0.0406,0.157,0,0.278,0.832,152.011,11vxcIjwcWK2uaEQZci1pl,222613,4,A# major
0.581,0.767,A#,-6.28,major,0.0406,0.157,0,0.278,0.832,152.011,4b5Z76krusEOdN1zUusfQN,222613,4,A# major
0.676,0.415,A,-9.752,major,0.508,0.0281,0,0.0915,0.146,193.206,1aI1qZwM2g69QfT94YP3zF,233507,4,A major
0.738,0.483,F#,-8.915,minor,0.0403,0.0262,0.616,0.106,0.355,93.458,23khhseCLQqVMCIT1WMAns,285014,4,F# minor
0.527,0.902,F#,-5.352,major,0.0601,0.344,4.63e-5,0.0669,0.709,181.964,5dNGORzxFb5z3v7vSAFkTU,191040,4,F# major
0.574,0.329,C#,-6.829,major,0.0274,0.22,0,0.0986,0.356,130.993,0TCrIeFjD11OqQjxnBddaC,237933,4,C# major
0.532,0.879,D,-5.136,major,0.0478,0.0977,0,0.136,0.639,140.917,1T0EDduH9tYLpbUTlxAXxV,203120,4,D major
0.77,0.801,A,-4.182,minor,0.0336,0.00375,0.00281,0.0515,0.725,130.76,79d719EfQQZ7D7nYdgPGEe,233133,4,A minor
0.731,0.71,C#,-4.285,major,0.0332,0.0382,9.92e-5,0.118,0.633,111.024,27aDju7VAODvQYHWrrv6o9,206800,4,C# major
0.75,0.856,D#,-5.241,major,0.0425,0.0053,0,0.188,0.365,111.913,4y2bMYA83ZNN3pW47ZOgmr,216027,4,D# major
0.55,0.532,F,-7.591,major,0.032,0.174,3.47e-4,0.218,0.41,85.032,2UzMpPKPhbcC8RbsmuURAZ,272387,4,F major
0.615,0.723,C,-6.506,major,0.0448,0.0917,4.23e-4,0.101,0.219,117.958,01e8dGbulrphX8j3fZDQYk,279533,4,C major
0.688,0.782,B,-3.683,major,0.158,0.152,0,0.803,0.453,146.324,1qOIwyj41749bmOhdD09IS,343032,4,B major
0.712,0.924,G,-3.789,major,0.059,0.178,0,0.0897,0.725,120.017,3cOO5IQtOYs7huq4Z6lYfr,224853,4,G major
0.473,0.82,G#,-5.702,major,0.0408,0.031,1.55e-5,0.0414,0.678,84.893,14sAMwqbuFDSlLKmVBD9MI,221413,4,G# major
0.719,0.674,B,-5.122,major,0.0681,0.0879,3.75e-6,0.112,0.843,125.98,1NOZvdCovG42qQV7ftVD5d,215042,4,B major
0.548,0.475,C#,-12.42,major,0.0355,0.615,0.808,0.0944,0.0349,126.976,4GKk1uNzpxIptBuaY97Dkj,294667,4,C# major
0.635,0.926,C,-5.589,major,0.151,0.0893,4.53e-6,0.0928,0.761,100.048,1D3GbK4G6Ioj2RfiZzFLOH,189840,4,C major
0.422,0.591,C#,-6.152,major,0.0461,0.0818,0,0.0774,0.202,155.995,0o4S4YWcJvSKZnO0czq27Q,274813,4,C# major
0.38,0.568,C#,-5.713,major,0.0436,0.327,0,0.0822,0.259,155.956,2B5ey0F0QtFKNIR48vfvNJ,276400,4,C# major
0.587,0.559,C#,-7.742,major,0.0321,0.399,6.69e-6,0.0992,0.19,92.036,5aj0xPGiEUN3aI2oOYu14S,221173,4,C# major
0.717,0.862,G#,-4.736,major,0.054,0.00689,0,0.321,0.52,130.021,2nrSQK3ooS0sOSecOvh5Aq,224933,4,G# major
0.418,0.42,C,-6.444,major,0.0414,0.588,6.39e-5,0.11,0.184,84.094,5Nm9ERjJZ5oyfXZTECKmRt,172724,4,C major
0.564,0.76,F#,-5.667,major,0.0277,0.0676,0,0.144,0.528,134.015,4mnuiEDq1ADXUTYWJxLo4B,231693,4,F# major
0.264,0.363,D,-10.196,major,0.0338,0.501,0.00406,0.11,0.0613,124.328,5SDcksP8En1l6RtTY1wzHc,536e3,4,D major
0.541,0.628,C,-4.682,minor,0.0603,0.733,0,0.056,0.364,80.027,3dge8MfE3VerDuGYeJE1ZL,239333,4,C minor
0.696,0.53,B,-7.554,major,0.0487,0.398,0,0.0823,0.307,114.943,1CI6YgwwNq3VfhgxPuEpE6,289133,4,B major
0.86,0.537,F#,-8.593,minor,0.163,0.0314,0,0.141,0.504,96.461,4LIyJoeEgIxOZUr8Naa7ep,253413,4,F# minor
0.597,0.602,G,-4.99,major,0.0292,0.214,3.2e-4,0.313,0.262,91.999,6Zf4AMWgnUDobtAixiIqnZ,196160,4,G major
0.645,0.585,F#,-6.122,major,0.0513,0.00314,0,0.165,0.353,131.931,4jbmgIyjGoXjY01XxatOx6,215672,4,F# major
0.679,0.715,A,-6.383,major,0.0407,0.0755,0,0.271,0.571,127.435,1bwFfoGw6mJHqM6VjIZ5KN,214148,4,A major
0.679,0.715,A,-6.383,major,0.0407,0.0755,0,0.271,0.571,127.435,64vMIqn5bEMBGR5JDUpF85,214148,4,A major
0.679,0.715,A,-6.383,major,0.0407,0.0755,0,0.271,0.571,127.435,500iowMg5edK8ZVwa44qb2,214148,4,A major
0.69,0.578,F#,-7.436,major,0.0929,0.167,0,0.305,0.416,99.961,2EA3zDCZYf3pKCCaOSP95r,193059,4,F# major
0.692,0.584,F#,-7.426,major,0.122,0.143,0,0.25,0.437,100.005,15jRg8Ejs7X3JEHw38TSN3,193059,4,F# major
0.663,0.705,C#,-4.945,minor,0.0366,0.0596,0,0.118,0.473,121.941,1QzFhzIOW7CyRJLpmq5CM0,257387,4,C# minor
0.308,0.769,B,-7.256,minor,0.065,0.0331,0,0.214,0.488,81.853,2stPxcgjdSImK7Gizl8ZUN,254880,4,B minor
0.581,0.963,B,-4.087,major,0.0981,0.0295,0,0.139,0.788,129.992,1Mb8WgET5ozEtG0zlibyUy,204160,4,B major
0.491,0.512,G,-7.274,major,0.123,0.0347,0,0.135,0.558,98.092,3WKXDz7kSQJbtEYIclBaBx,219640,4,G major
0.515,0.516,G,-7.281,major,0.102,0.0352,0,0.137,0.606,129.936,14AgGKfctJn9UNd6EoA2TT,217853,5,G major
0.435,0.158,D,-7.589,major,0.0365,0.872,1.19e-6,0.0779,0.145,140.631,4QFdtYI9Buv1tS510vROzi,233267,3,D major
0.407,0.144,D,-8.908,major,0.0348,0.854,2.13e-6,0.0973,0.0744,139.763,2xQENC8Wxh35ipTocJvu6O,229307,3,D major
0.447,0.158,D,-7.571,major,0.036,0.872,1.58e-6,0.0816,0.142,140.942,7xLhousIHDxoGgeJNhO4Ye,233267,3,D major
0.407,0.147,D,-8.822,major,0.0355,0.857,2.89e-6,0.0913,0.0765,141.284,5TvE3pk05pyFIGdSY9j4DJ,229400,3,D major
0.479,0.545,G,-7.346,major,0.0688,0.365,0,0.0963,0.244,74.897,7k3A0x4yQt0aUxVxJFQaIf,252733,4,G major
0.479,0.545,G,-7.346,major,0.0688,0.365,0,0.0963,0.244,74.897,4q8R61tdvC3PBGq4PgNDLM,252733,4,G major
0.545,0.78,G,-4.867,minor,0.0436,0.0309,4.64e-5,0.0828,0.458,125.014,3XOMgW4jVBP3c4LFqe7pH3,255093,4,G minor
0.559,0.777,C#,-5.031,major,0.0432,0.31,0,0.105,0.329,87.016,2GgxS8bUT5G25QJTsfSv0R,231212,4,C# major
0.781,0.853,C#,-3.68,minor,0.0715,0.0525,0,0.12,0.624,110.049,48RrDBpOSSl1aLVCalGl5C,250189,4,C# minor
0.505,0.71,D#,-3.015,major,0.0321,0.19,2.5e-4,0.329,0.428,89.938,2BX1YTibwSMR651935Z2IH,175200,4,D# major
0.62,0.42,G,-10.163,major,0.157,0.0786,0,0.294,0.355,84.814,2IuepwvMuaTlNN0DSgVsCg,189440,4,G major
0.634,0.427,G,-9.543,major,0.138,0.105,0,0.132,0.325,84.849,7BFI9QZPQKgYuR2HhDgwbG,190185,4,G major
0.555,0.931,G#,-2.969,major,0.0367,0.016,0,0.405,0.723,132.085,2TR7A4ulH9R1PNwMyd8o8U,220907,4,G# major
0.474,0.857,G,-5.734,major,0.0435,0.113,0,0.134,0.545,170.006,16hVodKABfryJbic2ix9CC,220200,4,G major
0.478,0.839,G,-6.781,major,0.044,0.112,0,0.131,0.522,169.98,4VBDqG7JwEVhjGY3O6O5RH,220972,4,G major
0.67,0.476,A,-6.253,minor,0.0406,0.328,0,0.104,0.235,96.975,12X4mcbCB258CeDcZ4JxKp,231907,4,A minor
0.67,0.476,A,-6.253,minor,0.0406,0.328,0,0.104,0.235,96.975,5LIleJbUUgtvYnBW9wfY1W,231907,4,A minor
0.841,0.519,C#,-5.986,major,0.0417,0.0205,3.81e-6,0.0846,0.587,99.047,7w6NjkB5aSjZ90JrmBVSbo,264947,4,C# major
0.448,0.784,A,-3.686,major,0.0627,0.106,1.08e-4,0.668,0.236,136.245,7eGNiGg6SE27VkSrpZMVTD,186813,4,A major
0.581,0.767,A#,-6.28,major,0.0406,0.157,0,0.278,0.832,152.011,11vxcIjwcWK2uaEQZci1pl,222613,4,A# major
0.581,0.767,A#,-6.28,major,0.0406,0.157,0,0.278,0.832,152.011,4b5Z76krusEOdN1zUusfQN,222613,4,A# major
0.631,0.82,A,-4.24,major,0.122,0.0766,0,0.0995,0.735,125.929,4pDxhxnLyV5uWOkfRPQw1p,233173,4,A major
0.412,0.441,B,-11.523,minor,0.291,0.0296,0.0726,0.306,0.174,185.571,5hgnY0mVcVetszbb85qeDg,319467,4,B minor
0.554,0.772,G,-4.821,minor,0.0418,0.00487,6.6e-6,0.354,0.455,179.984,27tNWlhdAryQY04Gb2ZhUI,223546,4,G minor
0.772,0.65,F#,-5.202,minor,0.0306,0.107,1.13e-6,0.0905,0.262,125.082,1RjpMjVNCHWoltfYSBHEKg,222200,4,F# minor
0.538,0.664,C#,-6.318,major,0.0392,0.193,0,0.0918,0.366,154.033,3e8DeRFN3CPsaCJcsLkeS3,256747,4,C# major
0.615,0.723,C,-6.506,major,0.0448,0.0917,4.23e-4,0.101,0.219,117.958,01e8dGbulrphX8j3fZDQYk,279533,4,C major
0.486,0.41,F,-6.226,major,0.0346,0.42,0,0.106,0.324,119.794,405LaQYTJAa3K692uLEqrz,221533,4,F major
0.776,0.413,F#,-7.438,minor,0.0952,0.00415,2.68e-5,0.0724,0.287,100.003,7Db1qyGFeMPIU7pZOZvTME,227880,4,F# minor
0.619,0.677,C#,-7.789,major,0.0295,0.506,0.0592,0.0825,0.5,103.96,3MykNWa65IP2VN1Qa6B9yK,252493,4,C# major
0.61,0.893,A,-3.681,major,0.0921,0.154,4.41e-5,0.021,0.673,104.031,1j8z4TTjJ1YOdoFEDwJTQa,296520,4,A major
0.524,0.417,C#,-9.283,minor,0.0578,0.237,1.19e-6,0.139,0.109,93.59,2wBCrtJS3E3TimRZ5MElTI,254493,4,C# minor
0.601,0.317,A#,-7.632,major,0.033,0.873,0,0.93,0.429,92.75,3ej8BbkP9LoTcFar44OFvi,221560,4,A# major
0.551,0.836,A#,-3.838,minor,0.0524,0.00502,2.1e-5,0.0425,0.758,185.063,6Uy6K3KdmUdAfelUp0SeXn,220573,4,A# minor
0.549,0.866,F#,-5.306,major,0.0476,0.0733,0,0.25,0.767,87.964,4O1CExxinEpKZi3861NlTK,187400,4,F# major
0.561,0.749,F#,-4.951,minor,0.032,0.461,1.82e-6,0.205,0.501,125.986,6aDzodSr4gqsMXAX8yt3bb,228720,4,F# minor
0.51,0.898,B,-3.15,major,0.0696,0.0832,0,0.071,0.596,144.056,03fT3OHB9KyMtGMt2zwqCT,226867,4,B major
0.676,0.415,A,-9.752,major,0.508,0.0281,0,0.0915,0.146,193.206,1aI1qZwM2g69QfT94YP3zF,233507,4,A major
0.731,0.71,C#,-4.285,major,0.0332,0.0382,9.92e-5,0.118,0.633,111.024,27aDju7VAODvQYHWrrv6o9,206800,4,C# major
0.547,0.703,D#,-6.627,major,0.0371,0.0204,0,0.138,0.718,164.116,6xRPq8kJP8B7Oqbh3V9YOF,204633,4,D# major
0.493,0.67,F#,-5.131,major,0.0298,0.319,0,0.102,0.451,151.989,7ongSdLv28Z27WeCrzZXwB,217407,3,F# major
0.738,0.483,F#,-8.915,minor,0.0403,0.0262,0.616,0.106,0.355,93.458,23khhseCLQqVMCIT1WMAns,285014,4,F# minor
0.677,0.754,C,-5.135,major,0.0372,0.0667,4.22e-5,0.26,0.801,113.056,7rlrchnrrET1oW50KAYV3h,171120,4,C major
0.741,0.692,C#,-7.475,major,0.432,0.168,0,0.137,0.267,143.906,4DXTwvIbilf8AUncEjgg9W,188320,4,C# major
0.75,0.856,D#,-5.241,major,0.0425,0.0053,0,0.188,0.365,111.913,4y2bMYA83ZNN3pW47ZOgmr,216027,4,D# major
0.576,0.668,C,-5.416,major,0.0316,0.128,3.15e-6,0.0984,0.214,119.753,6dlKwUY0APoGbvhcgx5z4Q,278747,4,C major
0.571,0.43,G#,-7.439,major,0.0319,0.812,7.99e-5,0.164,0.285,77.961,1PoGWZbJPGmViVi7CYbDUK,202627,4,G# major
0.593,0.856,E,-3.553,minor,0.0344,0.0203,0.0177,0.139,0.715,127.951,72h94Whlt61MSdmroJgTmQ,222533,4,E minor
0.72,0.791,C#,-4.689,major,0.124,0.0384,0,0.157,0.756,102.071,2Dz8KeCYs9awlwUJStJlmh,175427,4,C# major
0.499,0.822,A,-6.464,major,0.0573,0.231,0,0.175,0.518,169.987,54RCDE1TAewECyX4WDUVm1,226320,4,A major
0.777,0.497,F,-6.846,minor,0.056,0.256,0,0.295,0.465,96.994,6lbhWl34Il0WXm5pX1fM9E,231093,4,F minor
0.68,0.947,G#,-3.703,major,0.0338,0.0433,1.18e-5,0.204,0.895,115.983,3vYQTgxQWWM4VIDHi7qhQ5,178467,4,G# major
