danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode
0.764,0.672,C#,-5.007,major,0.0471,0.0133,9.76e-5,0.197,0.779,127.969,0C4ejWmOTMv8vuYj85mf8m,243533,4,C# major
0.692,0.858,F#,-4.354,minor,0.03,0.00217,4.85e-5,0.358,0.69,125.944,21xe975bUORV7HhG8LOMb5,163453,4,F# minor
0.689,0.858,F,-3.185,major,0.061,0.00129,0,0.0988,0.51,140.022,3vu8NXAryXrNG8ICj71Buq,234480,4,F major
0.936,0.686,C#,-4.459,minor,0.188,0.0656,0,0.289,0.36,129.079,2DRbpWFWBZcr1QcbcTLuXe,241907,4,C# minor
0.548,0.936,D,-5.151,major,0.0369,0.0246,0,0.379,0.8,96.049,2zRMAleC7NlrhiWua0H7Mi,205118,4,D major
0.548,0.936,D,-5.151,major,0.0369,0.0246,0,0.379,0.8,96.049,3YYfH8VlmWZWeJuF4HvUBJ,205118,4,D major
0.457,0.613,A,-5.756,major,0.0295,0.00463,4.41e-4,0.0711,0.132,105.11,1Hb1IJ9bBCa6wo3fRtexnJ,211373,4,A major
0.351,0.797,B,-4.286,major,0.0379,0.0959,4.12e-5,0.157,0.243,129.14,1hiIyiFaVmFvYKDnEWGzvb,271267,5,B major
0.504,0.705,F#,-6.179,minor,0.0665,0.00121,4.12e-6,0.453,0.567,108.965,2MVwrvjmcdt4MsYYLCYMt8,211080,4,F# minor
0.62,0.832,A#,-4.848,major,0.036,0.332,0,0.104,0.481,144.926,6SKwQghsR8AISlxhcwyA9R,230120,4,A# major
0.389,0.986,D,-3.53,major,0.0906,3.03e-4,1.12e-4,0.18,0.477,175.098,5WPiqNMwZg2mUeAb11cn4Z,213893,4,D major
0.638,0.826,G#,-4.968,major,0.0479,0.139,0,0.0803,0.649,124.072,4FLRw7sFTaKX66TKAHDstv,227880,4,G# major
0.638,0.832,G#,-5.039,major,0.049,0.141,0,0.113,0.648,124.071,1mXuMM6zjPgjL4asbBsgnt,227893,4,G# major
0.638,0.826,G#,-4.968,major,0.0479,0.139,0,0.0803,0.649,124.072,16v8EJEdpDpgGa3fNqkbg2,227880,4,G# major
0.706,0.558,D,-7.237,minor,0.0593,0.146,0,0.118,0.227,110.443,4lLtanYk6tkMvooU0tWzG8,223253,4,D minor
0.703,0.784,D,-2.942,major,0.0779,0.232,0,0.1,0.569,100.027,5FTCKvxzqy72ceS4Ujux4N,263173,4,D major
0.736,0.817,G#,-4.9,major,0.0407,0.00987,0.00167,0.117,0.653,119.95,57RdBd76fvq3fRv7MYQTKL,204760,4,G# major
0.736,0.817,G#,-4.9,major,0.0407,0.00987,0.00167,0.117,0.653,119.95,3LUWWox8YYykohBbHUrrxd,204760,4,G# major
0.637,0.843,F,-5.413,major,0.0432,0.0151,0,0.0876,0.434,109.012,47Slg6LuqLaX0VodpSCvPt,220733,4,F major
0.786,0.714,B,-4.159,minor,0.0389,0.103,7.76e-6,0.0746,0.71,125.922,0AH6WMe3OlAlUb5miXt2FQ,235493,4,B minor
0.829,0.787,F#,-7.798,minor,0.0714,0.0767,4.86e-6,0.528,0.499,127.983,0iQHjEwLtwyGA9kL1H6SeN,307640,4,F# minor
0.816,0.813,F#,-7.798,minor,0.0664,0.0662,2.77e-6,0.602,0.436,127.979,3hsBI1UxLFrIfYgfl56Nih,307640,4,F# minor
0.365,0.751,D,-5.429,major,0.304,7.07e-4,0,0.318,0.604,79.119,6BCs8vxnGgKL9eMCOrG2wm,248587,4,D major
0.684,0.834,D,-4.524,minor,0.0675,0.0646,0,0.271,0.538,164.02,18QmsgC86DW2MSBV4zlucP,217667,4,D minor
0.771,0.706,A,-6.898,major,0.0357,0.0139,0.0435,0.0952,0.318,127.03,1dPVslQzzkk6fLY7ZIG51V,321213,4,A major
0.755,0.8,E,-3.206,major,0.0859,0.0045,0,0.0327,0.801,119.983,5uOXMnlCBepzR9es8PQvR0,203964,4,E major
0.751,0.783,E,-3.724,major,0.0859,0.00379,0,0.036,0.816,119.975,2CEgGE6aESpnmtfiZwYlbV,202613,4,E major
0.737,0.482,C#,-8.242,major,0.0887,0.00863,0,0.429,0.311,131.522,69OXlDTpe2VGHaxqowCsWF,72882,4,C# major
0.353,0.822,G,-1.866,major,0.232,0.155,0,0.332,0.237,167.905,6Iocm6VMu6bVNYwiDoyQFW,238693,4,G major
0.697,0.878,E,-3.928,minor,0.0306,0.00236,0.119,0.129,0.644,120.018,1Z8j3DHxRi1u6cOAXemLgn,196813,4,E minor
0.719,0.804,A#,-4.581,major,0.0355,0.0132,3.02e-6,0.139,0.605,119.999,48qJ5q8BOdOrYQywfyoK50,227787,4,A# major
0.719,0.798,A#,-4.582,major,0.0361,0.0162,2.34e-6,0.134,0.591,120.011,235LXPXfi0SmOaS9TaCh3c,227741,4,A# major
0.719,0.804,A#,-4.581,major,0.0355,0.0132,3.02e-6,0.139,0.605,119.998,5DSiGybfzpEmkOyBmEgT0I,227741,4,A# major
0.486,0.831,F,-5.5,major,0.0506,3.92e-4,0,0.363,0.8,148.026,1fBl642IhJOE5U319Gy2Go,212293,4,F major
0.482,0.829,F,-5.576,major,0.0437,3.4e-4,0,0.378,0.739,147.99,0l4DTppOxy7NUaEcwXuOb6,212307,4,F major
0.516,0.762,D,-6.224,major,0.0361,0.0734,0,0.116,0.382,148.018,6yrMx9EbWCynfBB9ivl9wa,224680,4,D major
0.516,0.764,D,-6.223,major,0.0366,0.0717,0,0.115,0.376,148.021,1mtEk661EqGkBlbmauKL3S,224693,4,D major
0.516,0.764,D,-6.223,major,0.0366,0.0717,0,0.115,0.376,148.021,1TzTPDarzRW6my12k7HrPh,224680,4,D major
0.521,0.633,D,-5.664,major,0.0302,0.0308,0,0.401,0.287,141.887,5l6GqSxplqnZbLg0LTPQeG,293040,4,D major
0.376,0.841,D#,-4.348,minor,0.356,0.0435,0,0.578,0.463,76.052,6c2Wepr15iM8q7L05P8Fgh,271947,4,D# minor
0.57,0.58,A#,-5.547,minor,0.209,0.0125,0,0.0497,0.405,171.917,5W7xC99N2Zzfh69r7I7zWK,270627,4,A# minor
0.647,0.943,A#,-2.866,minor,0.0849,0.0202,0,0.0607,0.707,129.006,5p536b4qPmblolMBItoqBg,232187,4,A# minor
0.641,0.935,A#,-2.914,minor,0.0777,0.0198,0,0.0719,0.763,128.997,0XrEstTusOjIsmwtSCuZKo,194600,4,A# minor
0.606,0.497,E,-6.611,major,0.0277,0.348,0,0.275,0.362,130.739,5LHsnDpSFAc7S5qQZus470,222773,4,E major
0.68,0.849,C#,-6.475,minor,0.0376,0.0862,1.3e-4,0.174,0.536,111.969,3pkzJjJXfdDjhpXx639MIH,243520,4,C# minor
0.522,0.932,B,-2.87,major,0.255,0.119,0,0.177,0.33,129.473,7bHT9osSq1rwT2yaImzqCi,299507,4,B major
0.52,0.733,C#,-5.088,major,0.181,0.0276,0,0.0779,0.192,75.204,2cXelQ1jCdGTmSAom5WOTV,276560,4,C# major
0.56,0.869,D#,-3.804,major,0.0387,0.024,2.94e-6,0.136,0.519,136.001,06bHgyOplE3eUXcW8WBYdp,277400,4,D# major
0.56,0.869,D#,-3.804,major,0.0387,0.024,2.94e-6,0.136,0.519,136.001,3p2t2vHkFMzEiukDhrVYge,277400,4,D# major
0.666,0.87,B,-5.004,minor,0.246,0.203,0,0.0851,0.9,160.014,2DKhIHL6gnTCxfGy2Lp2Fs,243920,4,B minor
0.677,0.873,B,-5.471,minor,0.247,0.185,0,0.123,0.904,160.041,5HKlMNFimw5p2M68YnsCX2,256133,4,B minor
0.41,0.9,C,-4.249,minor,0.0656,0.0167,1.09e-5,0.339,0.558,176.962,215FCyLSBcXeX0NASXEjyn,284960,4,C minor
0.749,0.925,A#,-5.034,major,0.227,0.241,0,0.52,0.641,86.989,15JINEqzVMv3SvJTAXAKED,263373,4,A# major
0.702,0.795,C#,-4.764,major,0.0568,0.329,0,0.0505,0.836,83.961,0JcKdUGNR7zI4jJDLyYXbi,247587,4,C# major
0.697,0.775,A#,-4.106,major,0.0636,0.139,0,0.0737,0.822,90.015,22tmdt3qRT3uKq060pQQJc,200453,4,A# major
0.451,0.588,B,-7.973,minor,0.2,0.0643,0,0.171,0.332,171.849,0H6fDB7YaMZe1rXCmATx9l,220373,4,B minor
0.412,0.457,E,-9.142,major,0.0288,0.409,0.0187,0.0978,0.202,74.824,5EwDkBFRwp66TGkUtbiL11,187733,4,E major
0.412,0.457,E,-9.142,major,0.0288,0.409,0.0187,0.0978,0.202,74.824,2oJHOmY8ogkdzagd2LIIXZ,187733,4,E major
0.726,0.592,D,-7.63,major,0.0909,0.05,0,0.11,0.671,80.033,7seWbBQAm6wAxZTWXKeEED,228453,4,D major
0.492,0.814,G,-5.2,major,0.0889,0.0374,0.00495,0.119,0.302,150.151,6dux5viG3Ku3IefPx3gFNT,252819,4,G major
0.499,0.795,G,-5.285,major,0.0788,0.0438,0.00255,0.12,0.357,149.966,416zj01H28D6uQP43LL6x3,252853,4,G major
0.354,0.664,G,-5.413,major,0.0352,0.443,0,0.0835,0.235,79.742,4pPIWWOny4xWSiSRPsIY1c,240507,3,G major
0.341,0.659,D,-5.419,major,0.0357,0.442,0,0.096,0.269,79.987,0HicNcPLKNp2YTnGRjj2te,240240,4,D major
0.354,0.664,G,-5.413,major,0.0352,0.443,0,0.0835,0.235,79.742,0rLq9eM5EY63Rd7P6tE3vy,240507,3,G major
0.623,0.772,D,-8.48,major,0.033,0.0172,0,0.0682,0.848,134.019,63mrby3G1VdC0LbxmFUcSy,220387,4,D major
0.603,0.833,D,-5.525,major,0.039,0.0226,0,0.0671,0.79,133.991,6pTDasL92Yq1LRvaLqvU8k,220067,4,D major
0.608,0.498,C#,-5.012,major,0.0283,0.36,0,0.105,0.153,125.06,5DYlZwvJKRyswP7BpriK2q,230053,4,C# major
0.552,0.788,C,-4.112,major,0.0525,0.38,0,0.15,0.641,76.528,5pemEFax3jfocz4FGHa3UC,186107,4,C major
0.523,0.792,C#,-5.033,minor,0.0654,0.0252,0,0.0811,0.583,156.036,0xM8GcOTYlxy9ERBV8Ksx1,240120,4,C# minor
0.619,0.776,D,-4.862,major,0.0421,0.14,0,0.104,0.51,122.015,5cZFsP0sdThS9o6Ri4SvMB,224080,4,D major
0.437,0.913,G,-4.315,major,0.0972,0.0171,0,0.284,0.537,167.861,0nbaoA1FPNt1tRnbXB6FFa,206120,4,G major
0.489,0.391,B,-7.655,minor,0.0285,0.754,7.13e-4,0.107,0.243,132.096,4WXXc98hpLzsasZ5AiB4eR,215880,3,B minor
0.389,0.695,G#,-2.4,major,0.0348,0.0818,0,0.0698,0.778,167.968,1ij6LocNCylosSzEo1wsQr,189440,4,G# major
0.389,0.695,G#,-2.4,major,0.0348,0.0818,0,0.0698,0.778,167.968,05Rdg52eBYVUy5A55rnz39,189440,4,G# major
0.846,0.774,C#,-5.131,major,0.0509,0.00752,0,0.207,0.375,120.012,7CisLSqtKbDw2VtpN6IuLw,202e3,4,C# major
0.487,0.961,E,-4.139,major,0.132,0.0415,1.15e-6,0.553,0.323,170.005,01pOtDU5YHWbxuNBzlRUem,231680,4,E major
0.529,0.271,C,-8.451,major,0.0271,0.854,1.68e-5,0.105,0.49,89.766,7BVIAxgSUpQl20ZvQEstuG,205453,4,C major
0.798,0.679,C,-5.986,major,0.0589,0.0971,0,0.0531,0.808,113.046,1xiIr0yIVkxsiS2r5nQD3S,210667,4,C major
0.593,0.393,C#,-11.736,major,0.0827,0.394,3.24e-6,0.11,0.193,136.866,0DrnQ12RpBj43kaVHGMXeE,269533,4,C# major
0.529,0.541,D,-8.878,major,0.0338,0.452,0,0.11,0.463,164.723,2FGGvxPrVkpJ3lNZQfottL,253707,4,D major
0.545,0.522,D,-9.241,major,0.0341,0.422,0,0.119,0.446,164.869,74mZKvZcZzzvbOnt8NfWda,268187,4,D major
0.276,0.702,F,-9.408,major,0.0475,0.0754,3.73e-5,0.965,0.522,136.431,65ArHAt74F423KkfEj4wpQ,255947,4,F major
0.515,0.496,F,-8.018,major,0.0275,0.0244,7.24e-6,0.0895,0.442,138.61,0z71rZKZ9uYiEiKCbnbkaP,247e3,4,F major
0.498,0.916,G#,-3.728,major,0.0662,0.052,1.31e-6,0.0734,0.352,115.045,7DkzLcSXS4KhSvbvIJja3M,229253,4,G# major
0.439,0.519,G#,-6.903,major,0.0297,0.0635,0.00145,0.0853,0.152,111.01,4nK39KuVTihrNuZOcg0jpX,326133,4,G# major
0.532,0.906,G#,-4.246,minor,0.0819,0.0443,0,0.112,0.533,127.945,1wFkQNY5Bk4Z4Wdgw8XlZm,188732,4,G# minor
0.528,0.906,G#,-4.304,minor,0.0792,0.0333,0,0.187,0.542,127.981,3IzaEzfHPfxG3uolyTARny,187653,4,G# minor
0.404,0.619,C#,-6.329,minor,0.0582,0.12,0,0.118,0.123,171.989,78Vlnc4bXOViRHPx7lwLbd,247933,4,C# minor
0.571,0.568,C#,-3.827,minor,0.0703,0.218,0.0021,0.512,0.109,86.986,3DK6m7It6Pw857FcQftMds,547733,4,C# minor
0.62,0.781,A,-6.148,major,0.0573,0.306,1.28e-5,0.0857,0.399,120.071,7Fodoyw3LExezDCjAP8ZSe,257720,4,A major
0.781,0.646,A#,-6.047,minor,0.0359,0.0196,5.21e-4,0.106,0.654,96.956,33aO0GJjFuSBCPtECMCrBs,191333,4,A# minor
0.618,0.829,E,-5.798,minor,0.0669,5.53e-4,0,0.355,0.487,118.955,6yfITc3fnExeWFIG0spGRp,229480,4,E minor
0.776,0.603,F,-5.696,major,0.0343,0.0728,6.25e-5,0.111,0.921,96.888,5VA4Ispp52EA1sOqzMz3Av,295920,4,F major
0.555,0.496,E,-10.12,major,0.143,0.657,1.14e-6,0.106,0.543,153.301,6bdDMSGOpu4u2AT4rarSDc,214573,4,E major
0.406,0.697,G#,-2.227,minor,0.0422,0.0426,0,0.2,0.44,189.865,1A0qqpBZTPWO2H7tyOBqlE,245e3,4,G# minor
0.485,0.701,G#,-3.807,major,0.0288,0.039,0,0.0977,0.613,151.948,2TAcwD5KcV9uY3O1tLGV15,184920,4,G# major
0.664,0.909,F#,-3.552,minor,0.22,0.444,0,0.525,0.557,93.977,5I6YA7oHtraxwWQzzCugDt,209693,4,F# minor
0.459,0.718,A#,-5.596,major,0.0319,0.0505,0,0.0951,0.34,149.791,2ikUwLex9wXpIOEgY45Wk7,243773,4,A# major
0.43,0.703,A#,-5.52,major,0.0342,0.0465,0,0.0809,0.328,149.873,4Xc264AL4LUfOU9GASm8Sr,240213,4,A# major
0.8,0.692,A,-5.57,minor,0.0614,0.342,1.92e-6,0.0554,0.917,112.002,42k1KeBehAd83lrGt1okiC,183693,4,A minor
0.8,0.874,E,-3.955,minor,0.0667,0.186,1.77e-5,0.0877,0.85,112.003,6YMPu36VGIknb8Ey1ohW3j,193160,4,E minor
0.66,0.913,B,-3.597,major,0.182,0.0204,1.76e-5,0.245,0.549,78.484,4eXL9ici1ddorTRr5jJQvm,211e3,4,B major
0.786,0.714,B,-4.159,minor,0.0389,0.103,7.76e-6,0.0746,0.71,125.922,0AH6WMe3OlAlUb5miXt2FQ,235493,4,B minor
0.736,0.817,G#,-4.9,major,0.0407,0.00987,0.00167,0.117,0.653,119.95,57RdBd76fvq3fRv7MYQTKL,204760,4,G# major
0.736,0.817,G#,-4.9,major,0.0407,0.00987,0.00167,0.117,0.653,119.95,3LUWWox8YYykohBbHUrrxd,204760,4,G# major
0.638,0.826,G#,-4.968,major,0.0479,0.139,0,0.0803,0.649,124.072,4FLRw7sFTaKX66TKAHDstv,227880,4,G# major
0.638,0.832,G#,-5.039,major,0.049,0.141,0,0.113,0.648,124.071,1mXuMM6zjPgjL4asbBsgnt,227893,4,G# major
0.638,0.826,G#,-4.968,major,0.0479,0.139,0,0.0803,0.649,124.072,16v8EJEdpDpgGa3fNqkbg2,227880,4,G# major
0.637,0.843,F,-5.413,major,0.0432,0.0151,0,0.0876,0.434,109.012,47Slg6LuqLaX0VodpSCvPt,220733,4,F major
0.703,0.784,D,-2.942,major,0.0779,0.232,0,0.1,0.569,100.027,5FTCKvxzqy72ceS4Ujux4N,263173,4,D major
0.829,0.787,F#,-7.798,minor,0.0714,0.0767,4.86e-6,0.528,0.499,127.983,0iQHjEwLtwyGA9kL1H6SeN,307640,4,F# minor
0.816,0.813,F#,-7.798,minor,0.0664,0.0662,2.77e-6,0.602,0.436,127.979,3hsBI1UxLFrIfYgfl56Nih,307640,4,F# minor
0.755,0.8,E,-3.206,major,0.0859,0.0045,0,0.0327,0.801,119.983,5uOXMnlCBepzR9es8PQvR0,203964,4,E major
0.751,0.783,E,-3.724,major,0.0859,0.00379,0,0.036,0.816,119.975,2CEgGE6aESpnmtfiZwYlbV,202613,4,E major
0.719,0.804,A#,-4.581,major,0.0355,0.0132,3.02e-6,0.139,0.605,119.999,48qJ5q8BOdOrYQywfyoK50,227787,4,A# major
0.719,0.798,A#,-4.582,major,0.0361,0.0162,2.34e-6,0.134,0.591,120.011,235LXPXfi0SmOaS9TaCh3c,227741,4,A# major
0.719,0.804,A#,-4.581,major,0.0355,0.0132,3.02e-6,0.139,0.605,119.998,5DSiGybfzpEmkOyBmEgT0I,227741,4,A# major
0.486,0.831,F,-5.5,major,0.0506,3.92e-4,0,0.363,0.8,148.026,1fBl642IhJOE5U319Gy2Go,212293,4,F major
0.482,0.829,F,-5.576,major,0.0437,3.4e-4,0,0.378,0.739,147.99,0l4DTppOxy7NUaEcwXuOb6,212307,4,F major
0.706,0.558,D,-7.237,minor,0.0593,0.146,0,0.118,0.227,110.443,4lLtanYk6tkMvooU0tWzG8,223253,4,D minor
0.697,0.878,E,-3.928,minor,0.0306,0.00236,0.119,0.129,0.644,120.018,1Z8j3DHxRi1u6cOAXemLgn,196813,4,E minor
0.647,0.943,A#,-2.866,minor,0.0849,0.0202,0,0.0607,0.707,129.006,5p536b4qPmblolMBItoqBg,232187,4,A# minor
0.641,0.935,A#,-2.914,minor,0.0777,0.0198,0,0.0719,0.763,128.997,0XrEstTusOjIsmwtSCuZKo,194600,4,A# minor
0.737,0.482,C#,-8.242,major,0.0887,0.00863,0,0.429,0.311,131.522,69OXlDTpe2VGHaxqowCsWF,72882,4,C# major
0.516,0.762,D,-6.224,major,0.0361,0.0734,0,0.116,0.382,148.018,6yrMx9EbWCynfBB9ivl9wa,224680,4,D major
0.516,0.764,D,-6.223,major,0.0366,0.0717,0,0.115,0.376,148.021,1mtEk661EqGkBlbmauKL3S,224693,4,D major
0.516,0.764,D,-6.223,major,0.0366,0.0717,0,0.115,0.376,148.021,1TzTPDarzRW6my12k7HrPh,224680,4,D major
0.684,0.834,D,-4.524,minor,0.0675,0.0646,0,0.271,0.538,164.02,18QmsgC86DW2MSBV4zlucP,217667,4,D minor
0.702,0.795,C#,-4.764,major,0.0568,0.329,0,0.0505,0.836,83.961,0JcKdUGNR7zI4jJDLyYXbi,247587,4,C# major
0.606,0.497,E,-6.611,major,0.0277,0.348,0,0.275,0.362,130.739,5LHsnDpSFAc7S5qQZus470,222773,4,E major
0.52,0.733,C#,-5.088,major,0.181,0.0276,0,0.0779,0.192,75.204,2cXelQ1jCdGTmSAom5WOTV,276560,4,C# major
0.376,0.841,D#,-4.348,minor,0.356,0.0435,0,0.578,0.463,76.052,6c2Wepr15iM8q7L05P8Fgh,271947,4,D# minor
0.749,0.925,A#,-5.034,major,0.227,0.241,0,0.52,0.641,86.989,15JINEqzVMv3SvJTAXAKED,263373,4,A# major
0.697,0.775,A#,-4.106,major,0.0636,0.139,0,0.0737,0.822,90.015,22tmdt3qRT3uKq060pQQJc,200453,4,A# major
0.771,0.706,A,-6.898,major,0.0357,0.0139,0.0435,0.0952,0.318,127.03,1dPVslQzzkk6fLY7ZIG51V,321213,4,A major
0.57,0.58,A#,-5.547,minor,0.209,0.0125,0,0.0497,0.405,171.917,5W7xC99N2Zzfh69r7I7zWK,270627,4,A# minor
0.522,0.932,B,-2.87,major,0.255,0.119,0,0.177,0.33,129.473,7bHT9osSq1rwT2yaImzqCi,299507,4,B major
0.56,0.869,D#,-3.804,major,0.0387,0.024,2.94e-6,0.136,0.519,136.001,06bHgyOplE3eUXcW8WBYdp,277400,4,D# major
0.56,0.869,D#,-3.804,major,0.0387,0.024,2.94e-6,0.136,0.519,136.001,3p2t2vHkFMzEiukDhrVYge,277400,4,D# major
0.451,0.588,B,-7.973,minor,0.2,0.0643,0,0.171,0.332,171.849,0H6fDB7YaMZe1rXCmATx9l,220373,4,B minor
0.41,0.9,C,-4.249,minor,0.0656,0.0167,1.09e-5,0.339,0.558,176.962,215FCyLSBcXeX0NASXEjyn,284960,4,C minor
0.68,0.849,C#,-6.475,minor,0.0376,0.0862,1.3e-4,0.174,0.536,111.969,3pkzJjJXfdDjhpXx639MIH,243520,4,C# minor
0.529,0.541,D,-8.878,major,0.0338,0.452,0,0.11,0.463,164.723,2FGGvxPrVkpJ3lNZQfottL,253707,4,D major
0.545,0.522,D,-9.241,major,0.0341,0.422,0,0.119,0.446,164.869,74mZKvZcZzzvbOnt8NfWda,268187,4,D major
0.571,0.568,C#,-3.827,minor,0.0703,0.218,0.0021,0.512,0.109,86.986,3DK6m7It6Pw857FcQftMds,547733,4,C# minor
0.619,0.776,D,-4.862,major,0.0421,0.14,0,0.104,0.51,122.015,5cZFsP0sdThS9o6Ri4SvMB,224080,4,D major
0.764,0.672,C#,-5.007,major,0.0471,0.0133,9.76e-5,0.197,0.779,127.969,0C4ejWmOTMv8vuYj85mf8m,243533,4,C# major
0.729,0.675,F,-5.292,minor,0.0286,4.14e-5,0.00126,0.0867,0.74,125.036,0WCiI0ddWiu5F2kSHgfw5S,215200,4,F minor
0.725,0.672,F,-5.353,minor,0.0283,4.62e-5,0.00225,0.112,0.777,125.042,3pzfjy51vOAzdomFKS33S2,215200,4,F minor
0.459,0.718,A#,-5.596,major,0.0319,0.0505,0,0.0951,0.34,149.791,2ikUwLex9wXpIOEgY45Wk7,243773,4,A# major
0.43,0.703,A#,-5.52,major,0.0342,0.0465,0,0.0809,0.328,149.873,4Xc264AL4LUfOU9GASm8Sr,240213,4,A# major
0.354,0.664,G,-5.413,major,0.0352,0.443,0,0.0835,0.235,79.742,4pPIWWOny4xWSiSRPsIY1c,240507,3,G major
0.341,0.659,D,-5.419,major,0.0357,0.442,0,0.096,0.269,79.987,0HicNcPLKNp2YTnGRjj2te,240240,4,D major
0.354,0.664,G,-5.413,major,0.0352,0.443,0,0.0835,0.235,79.742,0rLq9eM5EY63Rd7P6tE3vy,240507,3,G major
0.623,0.772,D,-8.48,major,0.033,0.0172,0,0.0682,0.848,134.019,63mrby3G1VdC0LbxmFUcSy,220387,4,D major
0.603,0.833,D,-5.525,major,0.039,0.0226,0,0.0671,0.79,133.991,6pTDasL92Yq1LRvaLqvU8k,220067,4,D major
0.389,0.695,G#,-2.4,major,0.0348,0.0818,0,0.0698,0.778,167.968,1ij6LocNCylosSzEo1wsQr,189440,4,G# major
0.389,0.695,G#,-2.4,major,0.0348,0.0818,0,0.0698,0.778,167.968,05Rdg52eBYVUy5A55rnz39,189440,4,G# major
0.652,0.894,C,-5.701,minor,0.398,0.328,0,0.354,0.262,87.59,3fpTMuD1u3gJlVI4FadVHs,319387,4,C minor
0.489,0.391,B,-7.655,minor,0.0285,0.754,7.13e-4,0.107,0.243,132.096,4WXXc98hpLzsasZ5AiB4eR,215880,3,B minor
0.521,0.633,D,-5.664,major,0.0302,0.0308,0,0.401,0.287,141.887,5l6GqSxplqnZbLg0LTPQeG,293040,4,D major
0.276,0.702,F,-9.408,major,0.0475,0.0754,3.73e-5,0.965,0.522,136.431,65ArHAt74F423KkfEj4wpQ,255947,4,F major
0.515,0.496,F,-8.018,major,0.0275,0.0244,7.24e-6,0.0895,0.442,138.61,0z71rZKZ9uYiEiKCbnbkaP,247e3,4,F major
0.492,0.814,G,-5.2,major,0.0889,0.0374,0.00495,0.119,0.302,150.151,6dux5viG3Ku3IefPx3gFNT,252819,4,G major
0.499,0.795,G,-5.285,major,0.0788,0.0438,0.00255,0.12,0.357,149.966,416zj01H28D6uQP43LL6x3,252853,4,G major
0.726,0.592,D,-7.63,major,0.0909,0.05,0,0.11,0.671,80.033,7seWbBQAm6wAxZTWXKeEED,228453,4,D major
0.516,0.745,A,-5.674,major,0.0381,0.138,0,0.114,0.77,177.781,2zu5U5QY4XWiKRGQKB1tvM,235147,4,A major
0.523,0.792,C#,-5.033,minor,0.0654,0.0252,0,0.0811,0.583,156.036,0xM8GcOTYlxy9ERBV8Ksx1,240120,4,C# minor
0.776,0.603,F,-5.696,major,0.0343,0.0728,6.25e-5,0.111,0.921,96.888,5VA4Ispp52EA1sOqzMz3Av,295920,4,F major
0.439,0.519,G#,-6.903,major,0.0297,0.0635,0.00145,0.0853,0.152,111.01,4nK39KuVTihrNuZOcg0jpX,326133,4,G# major
0.591,0.91,G#,-4.593,major,0.0882,0.00492,0,0.0525,0.655,135.024,2BuJG2fuvyTOMRyNHo0P17,271053,4,G# major
0.594,0.905,G#,-4.624,major,0.0862,0.00547,0,0.0462,0.635,135.023,0WGCIm9hWNgdPOsjX0QG3I,271053,4,G# major
0.412,0.457,E,-9.142,major,0.0288,0.409,0.0187,0.0978,0.202,74.824,5EwDkBFRwp66TGkUtbiL11,187733,4,E major
0.412,0.457,E,-9.142,major,0.0288,0.409,0.0187,0.0978,0.202,74.824,2oJHOmY8ogkdzagd2LIIXZ,187733,4,E major
0.628,0.692,D,-5.64,major,0.202,0.00244,0.013,0.668,0.0964,124.791,1ZHYJ2Wwgxes4m8Ba88PeK,378893,5,D major
0.781,0.646,A#,-6.047,minor,0.0359,0.0196,5.21e-4,0.106,0.654,96.956,33aO0GJjFuSBCPtECMCrBs,191333,4,A# minor
0.498,0.916,G#,-3.728,major,0.0662,0.052,1.31e-6,0.0734,0.352,115.045,7DkzLcSXS4KhSvbvIJja3M,229253,4,G# major
0.552,0.788,C,-4.112,major,0.0525,0.38,0,0.15,0.641,76.528,5pemEFax3jfocz4FGHa3UC,186107,4,C major
0.487,0.961,E,-4.139,major,0.132,0.0415,1.15e-6,0.553,0.323,170.005,01pOtDU5YHWbxuNBzlRUem,231680,4,E major
0.8,0.692,A,-5.57,minor,0.0614,0.342,1.92e-6,0.0554,0.917,112.002,42k1KeBehAd83lrGt1okiC,183693,4,A minor
0.8,0.874,E,-3.955,minor,0.0667,0.186,1.77e-5,0.0877,0.85,112.003,6YMPu36VGIknb8Ey1ohW3j,193160,4,E minor
0.503,0.648,G,-6.243,major,0.027,0.227,0.00124,0.378,0.39,147.942,2Y48Q7HryWdPJZypJotjlJ,391853,4,G major
0.625,0.856,G,-4.872,major,0.121,0.0388,0,0.163,0.577,143.116,3RuyJMim9bt3uhbAPd38xJ,236667,4,G major
0.796,0.892,F,-7.821,major,0.217,0.182,0,0.365,0.778,127.977,1dDwFFLgN8byapv0g1rHB9,215880,4,F major
0.799,0.891,F,-7.823,major,0.218,0.191,0,0.348,0.772,128.001,0cf5Gj4gwXEpXDPchqdhCM,215893,4,F major
0.709,0.641,F,-7.759,major,0.0271,0.124,0,0.289,0.424,119.979,3J1VVnnC5nwA4OXqsbGdfW,207587,4,F major
0.62,0.781,A,-6.148,major,0.0573,0.306,1.28e-5,0.0857,0.399,120.071,7Fodoyw3LExezDCjAP8ZSe,257720,4,A major
0.846,0.774,C#,-5.131,major,0.0509,0.00752,0,0.207,0.375,120.012,7CisLSqtKbDw2VtpN6IuLw,202e3,4,C# major
0.763,0.795,B,-6.078,major,0.0365,0.123,3.28e-6,0.328,0.645,100.006,0eydj0esVMsQ3y52D5lMCg,243227,4,B major
